One Leg Row ,10 repetitions,OneLegRow.gif
Seated Row ,10 repetitions, seatedRow.gif
Snow Angel,10 repetitions, SnowAngel.gif
Standing Row,10 repetitions, standingRow.gif
Superman lat pull,10 repetitions, superman-lat-pull.gif
