Deadlift with band,10 repetitions,Deadlift_band.gif
Donkey kick,10 repetitions, donkeyKick.gif
Plank,15-20 second hold , PlankPosition.gif
Quad opposite arm leg raise,10 repetitions, QuadrupedOppArmlegraise.gif
