Front raise with Resistance Band (slowly),8 repetitions,bandfrontraise.gif
Dumbell Shrugs (slowly),8 repetitions, Dumbbell-Shrugs.gif
Shoulder Press (slowly),8 repetitions, shoulderpress.gif
Single Raise (slowly),8 repetitions, SingleRaise.gif
