Flutter Kicks,12 repetitions,flutter_kicks.gif
Hip Lift,12 repetitions, hip_lift.gif
Ice Skater,12 repetitions, Ice-Skater.gif
Jumper Jack,12 repetitions, jumping-jack.gif
Scissor kicks,12 repetitions, scissor_kicks.gif
Toe touches,12 repetitions, toe_touches.gif
V ups,12 repetitions, V_ups.gif
