Butt Kicks,30 seconds,ButtKicks.gif
Forward Jump Shuffle back,30 seconds, forward-jump-shuffle-back.gif
Frogger,30 seconds, frogger.gif
Frog jumps with twist,30 seconds, frogJumpswithTwist.gif
High Knees,30 seconds, high_knees.gif
Plank Jacks,30 seconds, plank_jacks.gif
Side jumps,30 seconds, side_jumps.gif
