Front Lunge and Twist,10 repetitions,frontLunge_twist.gif
Kneeling incline push up,10 repetitions, Kneeling-incline-push-up.gif
Plank Mountain climber,10 repetitions, Plank_moutainClimber.gif
Shoulder Tap,10 repetitions, shoulder_tap.gif
