Army Crawl,6 repetitions,Army-Crawl.gif
Army Crawl and plank,6 repetitions, Army-Crawl_Plank.gif
Chest Fly,10 repetitions, ChestFly.gif
Chest press,10 repetitions, ChestPress.gif
Kneeling incline push up,6 repetitions, Kneeling-incline-push-up.gif
